qstr_Next_Page|下 一 页
qstr_Ouchi_Trained_Skirmis|Ouchi Trained Skirmishers{***}
qstr_Ouchi_Veteran_Spearme|Ouchi Veteran Spearmen{***}
qstr_Ouchi_Veteran_Skirmis|Ouchi Veteran Skirmishers{***}
qstr_Ouchi_Elite_Spearmen|Ouchi Elite Spearmen{***}
qstr_Ouchi_Retainers|Ouchi Retainers{***}
qstr_Ouchi_Marksmen|Ouchi Marksmen{***}
qstr_Ouchi_Veteran_Retaine|Ouchi Veteran Retainers{***}
qstr_Ouchi_Mounted_Retaine|Ouchi Mounted Retainers{***}
qstr_Ouchi_Samurai_Gunners|Ouchi Samurai Gunners{***}
qstr_Ouchi_Samurai_Archers|Ouchi Samurai Archers{***}
qstr_Ouchi_Officers|Ouchi Officers{***}
qstr_Ouchi_Mounted_Officer|Ouchi Mounted Officers{***}
qstr_Ouchi_Master_Gunners|Ouchi Master Gunners{***}
qstr_Ouchi_Master_Archers|Ouchi Master Archers{***}
qstr_Ouchi_Hatamoto_Guards|Ouchi Hatamoto Guards{***}
qstr_Ouchi_Messengers|Ouchi Messengers{***}
qstr_Ouchi_Deserters|Ouchi Deserters{***}
qstr_Ouchi_Prison_Guards|Ouchi Prison Guards{***}
qstr_Ouchi_Castle_Guards|Ouchi Castle Guards{***}
qstr_Imagawa_Clan|Imagawa Clan{***}
qstr_Imagawa_Spearman|Imagawa Spearman{***}
qstr_Imagawa_Skirmisher|Imagawa Skirmisher{***}
qstr_Imagawa_Trained_Spea|Imagawa Trained Spearman{***}
qstr_Imagawa_Trained_Skir|Imagawa Trained Skirmisher{***}
qstr_Imagawa_Veteran_Spea|Imagawa Veteran Spearman{***}
qstr_Imagawa_Veteran_Skir|Imagawa Veteran Skirmisher{***}
qstr_Imagawa_Elite_Skirmi|Imagawa Elite Skirmisher{***}
qstr_Imagawa_Retainer|Imagawa Retainer{***}
qstr_Imagawa_Marksman|Imagawa Marksman{***}
qstr_Imagawa_Veteran_Reta|Imagawa Veteran Retainer{***}
qstr_Imagawa_Mounted_Reta|Imagawa Mounted Retainer{***}
qstr_Imagawa_Samurai_Gunn|Imagawa Samurai Gunner{***}
qstr_Imagawa_Samurai_Arch|Imagawa Samurai Archer{***}
qstr_Imagawa_Officer|Imagawa Officer{***}
qstr_Imagawa_Mounted_Offi|Imagawa Mounted Officer{***}
qstr_Imagawa_Master_Gunne|Imagawa Master Gunner{***}
qstr_Imagawa_Master_Arche|Imagawa Master Archer{***}
qstr_Imagawa_Hatamoto_Gua|Imagawa Hatamoto Guard{***}
qstr_Imagawa_Hatamoto_Gun|Imagawa Hatamoto Gunner{***}
qstr_Imagawa_Messenger|Imagawa Messenger{***}
qstr_Imagawa_Deserter|Imagawa Deserter{***}
qstr_Imagawa_Prison_Guard|Imagawa Prison Guard{***}
qstr_Imagawa_Castle_Guard|Imagawa Castle Guard{***}
qstr_Imagawa_Spearmen|Imagawa Spearmen{***}
qstr_Imagawa_Skirmishers|Imagawa Skirmishers{***}
qstr_Imagawa_Trained_Spear|Imagawa Trained Spearmen{***}
qstr_Imagawa_Trained_Skirm|Imagawa Trained Skirmishers{***}
qstr_Imagawa_Veteran_Spear|Imagawa Veteran Spearmen{***}
qstr_Imagawa_Veteran_Skirm|Imagawa Veteran Skirmishers{***}
qstr_Imagawa_Retainers|Imagawa Retainers{***}
qstr_Imagawa_Marksmen|Imagawa Marksmen{***}
qstr_Imagawa_Veteran_Retai|Imagawa Veteran Retainers{***}
qstr_Imagawa_Mounted_Retai|Imagawa Mounted Retainers{***}
qstr_Imagawa_Samurai_Gunne|Imagawa Samurai Gunners{***}
qstr_Imagawa_Samurai_Arche|Imagawa Samurai Archers{***}
qstr_Imagawa_Officers|Imagawa Officers{***}
qstr_Imagawa_Mounted_Offic|Imagawa Mounted Officers{***}
qstr_Imagawa_Master_Gunner|Imagawa Master Gunners{***}
qstr_Imagawa_Master_Archer|Imagawa Master Archers{***}
qstr_Imagawa_Hatamoto_Guar|Imagawa Hatamoto Guards{***}
qstr_Imagawa_Hatamoto_Gunn|Imagawa Hatamoto Gunners{***}
qstr_Imagawa_Messengers|Imagawa Messengers{***}
qstr_Imagawa_Deserters|Imagawa Deserters{***}
qstr_Imagawa_Prison_Guards|Imagawa Prison Guards{***}
qstr_Imagawa_Castle_Guards|Imagawa Castle Guards{***}
qstr_Great_Lord_{s9}|Great Lord {s9}{***}
qstr_^^Note_that_so_long_|^^注 意 只 要 你 还 在 做 元 帅 ， 这 个 国 家 的 领 主 们 都 会 等 着 让 你 率 领 他 们 进 行 战 役 。 所 以 ， 如 果 你 正 在 准 备 一 场 宴 会 ， 或 者 是 婚 礼 以 及 其 它 活 动 ， 你 也 许 要 去 和 你 的 领 主 谈 谈 来 辞 去 元 帅 的 职 务 。 
qstr_Try_as_you_might_you_|尽 你 所 能 ， 你 无 法 击 败 叛 乱 村 庄 。 
qstr_{reg0}|{reg0}
qstr_positive|positive{***}
qstr_negative|negative{***}
qstr_{s11}^^_The_current_|{s11} ^^目 前 的 驻 军 由 {reg5}名 士 兵 组 成 。 ^粮 食 储 备 持 续 {reg6}天 。 
qstr_^^Additional_the_fol|^目 前 ， 还 有 以 下 各 方 ： ^
qstr_{s12}_{s3}_with_{reg|s12} {s3}与 {reg1}部 队 。 ^ 
qstr_{playername}_^^I_alw|{playername}， ^^自 从 你 宣 誓 效 忠 我 的 家 族 以 来 ， 我 一 直 都 知 道 您 是 个 坏 蛋 。  ^你 真 的 以 为 你 可 以 让 我 的 家 人 反 对 我 吗 ？  你 丢 下 了 面 具 ， 蝮 蛇 ！  我 受 够 你 了 。  ^在 这 里 ， 你 永 远 没 法 进 入 我 的 领 第 。  我 已 敦 促 我 的 家 臣 反 对 你 ， 并 会 警 告 日 本 诸 侯 关 于 您 的 侮 辱 。  ^因 恐 惧 而 颤 抖 ， 你 有 一 个 致 命 的 敌 人 ！  ^^ {s9}。 
qstr_{playername}^^_I_ve_|{playername}， ^^我 收 到 了 {s9}的 来 信 ， 告 诉 我 您 可 耻 的 赌 博 游 戏 。  在 当 前 情 况 下 ， {s9}无 法 提 供 证 据 。  但 是 与 您 不 同 的 是 ， {reg1？ she： he}是 我 家 庭 的 杰 出 成 员 。  自 从 这 些 年 来 以 来 ， 我 再 也 没 有 任 何 理 由 不 信 任 {reg1？ her： him}。  我 认 为 {reg1？ her： him}收 费 是 理 所 当 然 的 。  ^希 望 您 没 有 让 我 的 氏 族 分 裂 。  在 此 ， 我 拒 绝 您 的 保 证 ： 您 不 再 与 我 的 房 子 有 关 。  每 个 成 员 都 会 以 良 心 对 您 进 行 报 复 ... ^我 将 以 自 己 的 恶 意 蒙 骗 我 为 由 而 承 认 自 己 的 愧 ， 因 此 我 不 会 向 您 提 出 挑 战 ， 也 不 会 为 您 对 我 的 {s11}的 死 亡 负 责 。  但 是 我 不 习 惯 告 诉 {reg0？ her： him}我 在 旷 野 迷 恋 的 每 只 老 鼠 ， 总 有 一 天 我 会 在 那 找 到 你 ！  ^^ {s10}
qstr_{playername}|{playername}
qstr_Troops:_{reg1}|部队: {reg1}
qstr_Prosperity_Report^|繁 荣 报 告 ^
qstr_Total|总 ： 
qstr_{s0}^{s1}_Average_To|{s0} ^ {s1}平 均 城 镇 繁 荣 度 ： {reg0} 
qstr_{s0}^{s1}_towns_with|{s0} ^ {s1}繁 荣 的 80-100个 城 镇 ： {reg0}
qstr_{s0}^{s1}_towns_with_|{s0} ^ {s1}繁 荣 的 城 镇 60-79： {reg0}
qstr_{s0}^{s1}_towns_with_p|{s0} ^ {s1}繁 荣 的 城 镇 40-59： {reg0}
qstr_{s0}^{s1}_towns_with_pr|{s0} ^ {s1}繁 荣 的 城 镇 20-39： {reg0} 
qstr_{s0}^{s1}_towns_with_pro|{s0} ^ {s1}繁 荣 的 0-19个 城 镇 ： {reg0} 
qstr_{s0}^{s1}_Average_Vi|{s0} ^ {s1}乡 村 平 均 繁 荣 度 ： {reg0}
qstr_{s0}^{s1}_villages_w|{s0} ^ {s1}个 拥 有 80-100富 裕 村 庄 ： {reg0}
qstr_{s0}^{s1}_villages_wi|{s0} ^ {s1}繁 荣 的 村 庄 60-79： {reg0} 
qstr_{s0}^{s1}_villages_wit|{s0} ^ {s1}繁 荣 的 村 庄 40-59： {reg0} 
qstr_{s0}^{s1}_villages_with|{s0} ^ {s1}繁 荣 的 村 庄 20-39： {reg0} 
qstr_{s0}^{s1}_villages_with_|{s0} ^ {s1}繁 荣 的 村 庄 0-19： {reg0}
qstr_You_have_deserted_an|您 已 经 离 开 了 ， 并 且 现 在 被 通 缉 了 ！ 
qstr_Keihoku|比 叡 山 
qstr_Bubaigawara|分 倍 河 原 
qstr_Oizumi|小 泉 
qstr_Atsugi|箱 根 
qstr_Hidden|隐 藏 村 庄 
qstr_Breaking_camp...|终 止 宿 营 …… 
qstr_{s5}_has_decided_to_|{s5}已 决 定 将 {s4}授 予 {s7}的 另 一 位 领 主 。 
qstr_A_livestock_epidemic|一 场 瘟 疫 在 {s4}中 杀 死 了 {reg4}头 牛 。 
qstr_Riot_in_{s6}!|{s6}暴 动 ！ 
qstr_Your_party_is_spotte|你 的 部 队 被 {s1}发 现 了 。 
qstr_Party_has_nothing_to|部 队 没 有 东 西 吃 了 ！ 
qstr_{reg1}_{s1}_{reg2?ha|{reg1}个 {s1}{reg2?已 :已 }趁 着 夜 色 逃 离 了 你 的 队 伍 。 
qstr_{s1}_of_{s3}_has_bee|{s3}的 {s1}已 经 从 监 狱 里 释 放 出 来 了 。 
qstr_Building_of_{s0}_in_|{s4}的 建 筑 物 {s0}已 经 完 工 了 。 
qstr_{s1}_has_won_the_tou|{s1}赢 得 了 在 {s2}的 比 赛 。 
qstr_{s1}_is_no_longer_in|{s1}不 再 受 到 夜 间 的 强 盗 侵 扰 。 
qstr_You_are_within_the_w|您 身 处 关 联 氏 族 成 员 的 领 地 之 内 ， 无 需 支 付 住 宿 费 用 。 
qstr_You_pay_for_accommod|你 支 付 了 宿 金 。 
qstr_Betrothal_to_{s5}_ex|和 {s5}的 婚 约 过 期 
qstr__Your_tactics_skill_|你 的 战 术 技 能 提 高 1 级 。 
qstr__Your_persuasion_ski|你 的 说 服 力 技 能 提 高 1 级 。 
qstr__Your_leadership_ski|你 的 统 御 技 能 提 高 1 级 。 
qstr__Your_intelligence_h|你 的 智 力 提 高 1 点 。 
qstr__Your_trade_skill_ha|你 的 交 易 技 能 提 高 1 级 。 
qstr__Your_weapon_master_|你 的 武 器 掌 握 技 能 提 高 1 级 。 
qstr__Your_engineer_skill|你 的 工 程 学 技 能 提 高 1 级 。 
qstr_You_have_finished_re|你 已 经 读 完 了 {s1}。 {s2}
qstr_Book_Read|读 书 
qstr_{s1}_is_scouted.|{s1}已 经 侦 察 过 了 。 
qstr_{s1}_has_switched_fr|{s1}由 {s2}转 到 {s3}。 
qstr_The_truce_between_{s|{s1}和 {s2}之 间 的 停 战 已 到 期 。 
qstr_The_alliance_between|{s1}和 {s2}之 间 的 联 盟 已 到 期 。 
qstr_The_defensive_pact_b|{s1}和 {s2}之 间 的 防 御 性 协 定 已 失 效 。 
qstr_The_trade_pact_betwe|{s1}与 {s2}之 间 的 贸 易 协 定 已 经 失 效 。 
qstr_{s1}_has_not_respond|{s1}未 对 {s2}的 挑 衅 作 出 回 应 。 
qstr_Your_recruiter_who_wa|您 被 委 托 向 {s13}招 募 {reg10}新 兵 的 征 兵 官 被 击 败 了 ！ 
qstr_{s13}_has_been_taken|{s13}已 被 敌 人 夺 走 ， 而 您 委 托 招 募 {reg10} 新 兵 的 征 兵 官 消 失 得 无 影 无 踪 ！ 
qstr_ERROR_IN_THE_RECRUIT|ERROR IN THE RECRUITER KIT SIMPLE TRIGGERS!{***}
qstr_A_recruiter_has_brou|一 名 征 兵 官 已 将 {reg10}名 士 兵 带 到 {s13}。  
qstr_Distance_between_{s1|{s14}与 {s15}之 间 的 距 离 ： {reg0}
qstr_Your_caravan_has_bro|您 的 商 队 已 将 {s12}带 到 {s13}。 
qstr_{s13}_is_unimpressed|{s13}对 您 微 不 足 道 的 礼 物 不 满 意 。 
qstr_The_people_of_{s13}_|{s13}的 人 们 对 您 微 不 足 道 的 礼 物 不 满 意 。 
qstr_Your_caravan_has_los|你 的 商 队 已 经 迷 路 ， 放 弃 了 你 的 任 务 ！ 
qstr_Transfer_to_{s6}|转 移 至 {s6} 
qstr_{s6}_patrol|{s6}巡 逻 
qstr_Your_messenger_reach|您 的 使 者 到 达 了 {s13}。 
qstr_{s14}|{s14}
qstr_Your_messenger_has_l|您 的 使 者 迷 路 了 ， 放 弃 了 您 的 任 务 ！ 
qstr_Not_enough_money_in_|国 库 中 没 有 足 够 的 资 金 来 升 级 部 队 。 
qstr_Your_army_inspector_|您 的 训 练 官 在 {s8}中 将 {reg5} {s6}升 级 为 {s7} 
qstr_Your_soldiers_patrolli|{s6}巡 逻 的 士 兵 因 您 无 法 支 付 工 资 而 解 散 了 ！ 
qstr_It_is_rumoured_that_|有 传 言 称 ， 一 名 忍 者 被 {s11}抓 获 。 
qstr_{s0}_is_grumbling_ag|{s0}在 抱 怨 您 。  如 果 这 种 情 况 持 续 下 去 ， 您 的 从 属 关 系 可 能 会 分 裂 。 
qstr_{s0}_is_grumbling_aga|{s0}抱 怨 您 ， 但 是 在 {s1}的 支 持 下 ， 您 现 在 仍 然 依 附 于 你 。 
qstr_Your_last_fief_was_c|您 的 最 后 一 条 封 地 被 抓 获 ， 并 且 您 损 失 了 {reg0} / {reg1}的 资 金 库 
qstr_You_are_not_strong_e|您 不 够 强 大 ， 无 法 举 起 适 合 您 晋 升 的 武 器 ！ 
qstr_You_are_not_strong_en|您 没 有 足 够 的 能 力 承 受 晋 升 所 需 要 的 全 部 要 求 ！ 
qstr_Your_arms_are_to_wea|此 时 ， 您 的 手 臂 太 弱 ， 无 法 在 火 炮 中 前 进 。 
qstr_You_require_more_hor|您 需 要 更 多 的 骑 术 才 能 适 应 下 一 个 职 位 ！ 
qstr_With_your_commander_|由 于 指 挥 官 的 失 利 ， 您 已 从 部 队 中 退 役 。 
qstr_With_your_lord_s_def|随 着 您 的 主 人 的 失 败 ， 您 的 军 队 已 经 被 瓦 解 了 ！ 
qstr_The_released_prisone|被 释 放 的 囚 犯 不 被 信 任 ， 他 们 正 准 备 袭 击 您 ！ 
qstr_Warning!|小 心 ！ 
qstr_The_released_prisoner|战 斗 一 结 束 ， 被 释 放 的 囚 犯 便 散 去 了 。  您 将 不 会 再 看 到 它 们 。 
qstr_Notice!|小 心 ！ 
qstr_The_released_prisoners|被 释 放 的 囚 犯 仍 然 忠 诚 ， 将 加 入 你 的 队 伍 。 
qstr_You_have_{reg0}_days_|您 还 所 剩 有 {reg0}天 ， 就 会 被 宣 布 为 逃 兵 ！ 
qstr_You_have_now_been_de|您 现 在 已 被 宣 布 为 逃 兵 ！ 
qstr_You_have_{reg0}_days_l|您 还 有 {reg0}天 的 时 间 可 以 返 回 指 挥 官 来 领 取 奖 励 。 
qstr_You_have_decided_not|您 已 决 定 不 返 回 您 的 主 人 。 
qstr_{reg65?my_Lady:my_Lo|{reg65?尊 敬 的 女 士 :我 的 大 人 } 
qstr_{reg65?My_Lady:My_Lo|{reg65?尊 敬 的 女 士 :我 的 大 人 } 
qstr_{reg65?madame:sir}|{reg65?夫 人 :先 生 } 
qstr_{reg65?Madame:Sir}|{reg65?夫 人 :先 生 } 
qstr__no_fiefs_|（ 没 有 封 地 ） 
qstr__fiefs:_{s0}_|（ 封 地 ： {s0}） 
qstr_It_s_your_money_or_y|要 钱 还 是 要 命 ， {小 伙 子/小 姑 娘 }。 不 快 跑 的 话 ， 我 将 折 磨 死 你 。 
qstr_Lucky_for_you_you_ca|你 很 走 运 ， 刚 好 碰 到 我 今 天 心 情 特 别 好 。 交 出 你 所 有 的 钱 ， 我 就 让 你 活 着 离 开 。 
qstr_This_a_robbery_eh?_I|这 是 一 次 抢 劫 ， 明 白 不 ？ 我 给 你 一 个 机 会 交 出 你 所 有 的 东 西 ， 否 则 我 和 我 的 兄 弟 们 将 杀 了 你 ， 明 白 不 ？ 
qstr_we_have_made_very_li|到 目 前 为 止 ， 我 们 基 本 没 有 什 么 进 展 
qstr_we_have_suceeded_in_|我 们 成 功 占 领 了 一 些 土 地 ， 但 是 我 们 还 有 很 长 的 一 段 路 要 走 
qstr_we_have_become_a_sig|我 们 现 在 成 了 显 赫 一 方 的 势 力 了 ， 我 们 很 有 机 会 能 赢 得 最 终 的 胜 利 。 
qstr_we_are_winning_the_w|我 们 赢 得 了 这 场 战 争 ， 但 是 我 们 的 敌 人 还 在 顽 强 抵 抗 
qstr_we_are_on_the_verge_|我 们 已 经 接 近 最 终 的 胜 利 了 。 残 余 的 敌 人 完 全 够 不 成 威 胁 ， 但 是 我 们 仍 然 需 要 将 他 们 赶 尽 杀 绝 。 
qstr_tono|tono{***}
qstr_Your_domain_has_no_s|您 的 领 土 没 有 指 定 的 文 化 
qstr_Your_domain_culture_|您 的 领 地 文 化 是 ： {s11}
qstr_Kingdom_culture:_Non|领 第 文 化 ： 无 
qstr_Kingdom_culture:_{s1|领 第 文 化 ： {s11}
qstr_{s11}|{s11}
qstr_The_goverment_of_the|{s10}的 政 府 为 {s4}。 
qstr_The_upper_class_soci|上 层 社 会 是 {s5}。 
qstr_The_people_are_{s6}.|军 队 人 员 组 成 是 {s6}。 
qstr_The_troops_have_{s7}|部 队 是 {s7}。 
qstr_The_government_s_app|政 府 的 经 济 政 策 是 {s0}。 
qstr_Our_goverment_is_{s4|我 们 的 政 府 是 {s4}。 
qstr_Our_people_are_{s6}.|我 们 的 军 队 组 成 是 {s6}。 
qstr_Our_troops_have_{s7}|我 们 的 部 队 是 {s7}。 
qstr_Our_approach_to_trad|我 们 的 经 济 政 策 是 {s0}。 
qstr_According__to_the_re|根 据 我 们 忍 者 的 报 告 
qstr_{s10}_{reg3}_lords_s|{s10}{reg3}主 支 持 {s9}。 
qstr_Sorry_currently_I_ca|抱 歉 ， 我 目 前 无 法 提 供 有 关 领 主 情 绪 的 任 何 信 息 ， 我 们 的 忍 者 尚 未 报 告 。 
qstr_{s11}_and_{s12}|{s11}和 {s12}
qstr_We_are_not_at_war_wi|我 们 没 有 与 任 何 人 交 战 。 
qstr_We_are_at_war_with_{|我 们 正 在 与 {s12}交 战 。 
qstr_Our_domain_currently|我 们 的 王 国 目 前 有 {reg2}名 士 兵 
qstr_{s6}_garrisoned_in_{|{s6}驻 守 在 {reg2}个 城 镇 
qstr_{s6}_and_{reg2}_cast|{s6}和 {reg2}城 堡 。 
qstr_{s6}_In_addition_we_|{s6}此 外 ， 我 们 在 野 外 还 有 {reg2}名 士 兵 。 
qstr_We_currently_have_{r|我 们 目 前 有 {reg2}名 士 兵 
qstr_{s6}_In_addition_you|{s6}另 外 ， 您 的 家 臣 中 有 {reg2}名 士 兵 ， 而 巡 逻 中 还 有 {reg3}名 士 兵 。 
qstr_He_fields_{reg2}_sol|他 派 遣 了 {reg2}名 士 兵 。 
qstr_We_currently_have_{re|目 前 ， 我 们 有 {reg2}名 士 兵 在 {s60}驻 军 。 
qstr_You_are_preferring_m|您 更 喜 欢 近 战 部 队 。 
qstr_You_are_preferring_r|您 更 喜 欢 远 程 部 队 。 
qstr__and_the_additional_|以 及 其 他 训 练 师 
qstr_We_currently_have_an|我 们 目 前 的 收 入 为 {reg0}文 钱 ， 费 用 为 {reg1}文 钱 ， 来 自 城 邑 和 城 堡 。 
qstr_{s6}_We_are_losing_{|{s6}由 于 税 收 低 效 ， 我 们 损 失 了 {reg0}文 钱 。  这 意 味 着 百 分 之 {reg1}。 
qstr_{s6}_Overall_this_su|{s6}总 计 {reg0}文 钱 。 
qstr_{reg0}_mon|{reg0} 文 
qstr_no|no
qstr_{s60}_is_currently_o|{s60}当 前 已 被 不 法 分 子 占 领 ， 您 应 尽 快 与 之 抗 衡 。 
qstr__We_are_expecting_{r|我 们 期 望 {reg0}文 钱 的 租 金 
qstr__The_troop_wages_for|使 我 们 每 月 花 费 {reg1}来 维 持 {reg0}部 队 的 部 队 工 资 。 
qstr_{s61}_and_{reg0}_mon|{s61}和 {reg0}文 钱 的 关 税  
qstr_Well_{s60}.|好 吧 ， {s60}。 
qstr_{s4}_{s3}._The_tax_r|{s4}{s3}。 税 率 为 {s50}。 {s59}{s61}。  总 体 而 言 ， 这 总 计 为 {s62}文 钱 。  
qstr_Tax_rate_for_{s6}:_{|{s6}的 税 率 ： {s11} 
qstr_The_{s17}_has_the_fol|{s17}具 有 以 下 改 进 ： {s18}。 
qstr_You_have_shown_great|您 在 战 场 上 表 现 出 了 强 大 的 实 力 。  但 是 ， 为 什 么 我 要 让 您 加 入 我 们 的 行 列 ？ 
qstr_All_of_life_is_about|一 生 都 是 关 于 利 与 弊 。  我 们 为 什 么 要 允 许 您 成 为 我 们 的 同 伴 ？ 
qstr_I_know_people_do_fea|我 知 道 ， 人 们 确 实 害 怕 您 的 苛 刻 。  我 们 应 该 吗 ？ 
qstr_Indeed_I_have_heard_|的 确 ， 我 听 说 过 您 的 忠 诚 和 英 勇 。  但 是 加 入 我 们 就 足 够 了 吗 ？ 
qstr_I_m_glad_you_want_to|很 高 兴 您 想 支 持 我 们 。  但 是 ， 加 入 我 们 的 家 族 对 您 来 说 是 否 明 智 ？ 
qstr_Beside_your_wealth_h|除 了 您 的 财 富 ， 您 怎 么 可 能 为 我 和 我 的 家 人 服 务 ？ 
qstr_My_friend_I_see_your|我 的 朋 友 ， 我 明 白 了 你 的 理 由 。  但 是 ， 您 真 的 有 可 能 通 过 建 立 正 式 的 联 盟 关 系 而 使 我 们 的 友 谊 变 得 紧 张 吗 ？ 
qstr_Agreed!_Your_words_c|同 意 ！  您 的 话 语 能 给 我 最 大 的 帮 助 。 
qstr_I_trust_you_my_famil|我 相 信 你 ， 我 的 家 人 可 以 利 用 你 的 才 智 。  我 们 将 共 同 努 力 ， 将 影 响 力 扩 展 到 整 个 日 本 。 
qstr_May_God_have_mercy_o|愿 上 帝 怜 悯 我 们 敌 人 的 灵 魂 ， 因 为 我 们 不 需 要 怜 悯 ！ 
qstr_So_be_it._We_are_hon|随 它 吧 。  我 们 很 荣 幸 接 受 您 加 入 我 们 的 家 族 。 
qstr__I_will_appreciate_y|我 会 谦 卑 的 像 后 辈 一 样 感 谢 您 。 
qstr_I_accept_your_reques|我 接 受 你 的 要 求 。  如 果 您 支 持 我 的 家 族 ， 我 们 将 为 您 提 供 支 持 。 
qstr_Since_you_have_turne|由 于 您 原 来 是 个 值 得 的 人 ， 所 以 您 应 该 对 我 们 整 个 家 族 都 值 得 。 
qstr_Your_leader_is_not_e|您 的 领 导 者 甚 至 都 不 是 大 名 ， 我 会 加 入 您 的 行 列 吗 ？ 
qstr_{s40}_I_would_never_|{s40}我 永 远 也 不 会 加 入 没 有 城 镇 或 城 堡 的 人 。 
qstr_{s40}_I_know_too_lit|{s40}我 对 您 的 领 导 者 了 解 得 很 少 。 
qstr_{s40}_I_found_your_m|{s40}我 发 现 您 的 使 者 令 人 信 服 。 
qstr_{s40}_Next_time_I_wo|{s40}下 次 ， 我 想 和 一 个 不 像 傻 瓜 的 人 说 话 。 
qstr_{s40}_Next_time_I_wou|{s40}下 次 ， 我 想 和 彬 彬 有 礼 的 人 谈 谈 。 
qstr_{s40}_I_rather_stay_|{s40}我 宁 愿 留 在 我 现 在 的 主 公 身 边 。 
qstr_{s31}_{s32}_{s34}|{s31} {s32} {s34}
qstr_{playername}_when_we|{playername}， 当 我 们 开 始 力 图 实 现 我 们 远 大 目 标 的 时 候 ， 很 少 有 人 有 胆 量 支 持 我 们 ， 还 是 有 极 少 数 的 人 愿 意 冒 性 命 危 险 支 持 我 们 。 但 是 对 于 投 身 到 对 抗 我 们 敌 人 的 事 情 ， 你 一 刻 也 没 有 犹 豫 。 我 们 风 雨 同 舟 走 过 了 相 当 长 的 一 段 路 ， 其 间 有 几 次 我 都 要 绝 望 了 。 但 是 受 到 上 帝 保 佑 ， 我 们 都 挺 过 来 了 。 现 在 我 得 离 开 你 然 后 去 获 取 我 应 得 的 权 利 。 从 现 在 开 始 ， 我 将 担 负 起 统 治 {s3}的 重 任 。 我 们 前 面 还 有 许 多 挑 战 等 着 我 们 ， 我 还 指 望 你 能 帮 助 我 去 克 服 。 当 然 ， 你 始 终 都 是 我 最 重 要 的 封 臣 。 
qstr_Find_and_speak_with_{s|找 到 {s4}中 的 {s3}并 与 之 交 谈 ， 向 他 宣 誓 效 忠 。 
qstr__We_will_of_course_n|我 们 当 然 得 等 到 国 家 不 再 进 行 战 役 了 。 
qstr__{s1}_has_been_accep|{s1}被 接 受 为 {s2}的 家 臣 。 
qstr_I_am_{s4}_the_ruler_|我 是 {s4}， {s6}的 统 治 者 。 
qstr_I_am_{s4}_{s8}_of_{s|我 是 {s4},  {s9}的 {s8} 。
qstr_I_am_{s4}_a_vassal_o|我 是 {s4}， {s6}的 一 个 封 臣 。 
qstr_{s9}{reg5?_and_the_l|{s9}{reg5?而 且 是 {s8}的 领 主 。:。} 
qstr_{s13}_asked_you_to_g|{s13}要 你 收 集 {reg3}头 牛 ， 并 给 他 送 去 。 
qstr_{s9}_wants_you_to_fol|{s9}希 望 您 跟 随 他 的 军 队 ， 直 到 另 行 通 知 。 
qstr_{s9}_asked_you_to_sc|{s9}要 你 侦 察 {s13}， {s14}和 {s15}， 然 后 回 去 向 他 汇 报 。 
qstr_pupil|pupil{***}
qstr_you|你 
qstr_You_are_challenging_|你 准 备 向 我 发 起 决 斗 ？ 开 什 么 玩 笑 ！ 如 你 所 愿 ， {playername}， 打 暴 你 的 头 将 会 是 非 常 有 意 思 的 事 情 。 
qstr_{s16}_and_{s17}|{s16}和 {s17}
qstr_Very_well_I_will_acc|很 好 ， 如 果 你 再 次 庄 严 地 向 我 宣 誓 ， 我 可 以 接 受 你 回 到 我 这 边 来 。 
qstr_A_pardon_will_only_b|我 不 会 宽 恕 你 的 ， 除 非 你 把 {s17}割 让 给 我 。 你 同 意 我 开 出 的 条 件 吗 ？ 
qstr_No._There_is_no_chan|不 ， 我 们 之 间 没 有 机 会 保 持 和 平 ， 我 对 这 个 不 感 兴 趣 。 
qstr_{s1}_exchanged_{s2}_|{s1}将 {s2}与 {s3}交 换 为 {s4}。 
qstr_Our_strategist_{s1}|我 们 的 总 大 将 {s1}
qstr_Our_leader_{s1}|我 们 的 家 督 {s1}
qstr_go_on_the_offensive_|马 上 去 进 攻 。 
qstr_act_to_defend_our_la|进 行 领 土 保 卫 。 
qstr_take_more_time_to_ga|多 花 点 时 间 来 集 结 军 队 。 
qstr_You_promised_to_help|你 答 应 帮 助 {s13}取 得 {s14}的 王 位 。 
qstr_What_do_you_say_to_t|您 说 要 暂 时 做 {s9}的 工 作 是 什 么 意 思 ？  我 毫 不 怀 疑 您 会 胜 任 这 项 工 作 。 
qstr_{s9}_asked_you_to_ta|{s9}要 你 带 一 个 口 信 给 {s13}。 在 你 接 受 这 个 任 务 的 时 候 ， {s13}确 信 在 {s4}。 
qstr_{s9}_asked_you_to_tak|{s9}要 你 带 一 个 从 {s15}那 里 得 到 口 信 给 {s13}。 在 你 接 受 这 个 任 务 的 时 候 ， {s13}确 信 在 {s4}。 
qstr_{s11}_asked_you_to_e|{s11}要 你 护 送 他 的 {s17}{s13}到 {s14}。 
qstr_{s13}_asked_you_to_d|{s13}要 你 对 付 那 些 侵 占 了 {s15}村 避 难 所 的 强 盗 ， 并 返 回 向 他 报 告 情 况 。 
qstr_{s9}_asked_you_to_ra|{s9}要 求 帮 他 培 养 {reg1}名 {s14}， 并 给 他 送 去 。 
